Species	GO_term	GO_description	Count
GBAus27b-MRE-ap	GO:0006413	translational initiation	2
GBAus27b-MRE-ap	GO:0004826	phenylalanine-tRNA ligase activity	1
GBAus27b-MRE-ap	GO:0003700	DNA-binding transcription factor activity	4
GBAus27b-MRE-ap	GO:0015934	large ribosomal subunit	1
GBAus27b-MRE-ap	GO:0000774	adenyl-nucleotide exchange factor activity	1
GBAus27b-MRE-ap	GO:0042803	protein homodimerization activity	1
GBAus27b-MRE-ap	GO:0051087	chaperone binding	1
GBAus27b-MRE-ap	GO:0006457	protein folding	1
GBAus27b-MRE-ap	GO:0048870	cell motility	1
GBAus27b-MRE-ap	GO:0031514	motile cilium	1
GBAus27b-MRE-ap	GO:0032784	regulation of DNA-templated transcription elongation	1
GBAus27b-MRE-ap	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	1
GBAus27b-MRE-ap	GO:0016788	hydrolase activity acting on ester bonds	1
GBAus27b-MRE-ap	GO:0004525	ribonuclease III activity	1
GBAus27b-MRE-ap	GO:0003697	single-stranded DNA binding	2
GBAus27b-MRE-ap	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
GBAus27b-MRE-ap	GO:0000150	recombinase activity	3
GBAus27b-MRE-ap	GO:0004623	phospholipase A2 activity	1
GBAus27b-MRE-ap	GO:0006644	phospholipid metabolic process	1
GBAus27b-MRE-ap	GO:0050482	arachidonic acid secretion	1
GBAus27b-MRE-ap	GO:0004814	arginine-tRNA ligase activity	1
GBAus27b-MRE-ap	GO:0006420	arginyl-tRNA aminoacylation	1
GBAus27b-MRE-ap	GO:0019867	outer membrane	1
GBAus27b-MRE-ap	GO:0005887	integral component of plasma membrane	1
GBAus27b-MRE-ap	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	1
GBAus27b-MRE-ap	GO:0045454	cell redox homeostasis	1
GBAus27b-MRE-ap	GO:0016872	intramolecular lyase activity	1
GBAus27b-MRE-ap	GO:0004526	ribonuclease P activity	1
GBAus27b-MRE-ap	GO:0008033	tRNA processing	1
GBAus27b-MRE-ap	GO:0004784	superoxide dismutase activity	1
GBAus27b-MRE-ap	GO:0046872	metal ion binding	1
GBAus27b-MRE-ap	GO:0006801	superoxide metabolic process	1
GBAus27b-MRE-ap	GO:0046983	protein dimerization activity	1
GBAus27b-MRE-ap	GO:0003911	DNA ligase (NAD+) activity	1
GBAus27b-MRE-ap	GO:0016874	ligase activity	1
GBAus27b-MRE-ap	GO:0006364	rRNA processing	1
GBAus27b-MRE-ap	GO:0016032	viral process	1
GBAus27b-MRE-ap	GO:0016151	nickel cation binding	1
GBAus27b-MRE-ap	GO:0051604	protein maturation	1
GBAus27b-MRE-ap	GO:0006352	DNA-templated transcription initiation	1
GBAus27b-MRE-ap	GO:0005783	endoplasmic reticulum	1
GBAus27b-MRE-ap	GO:0006289	nucleotide-excision repair	1
GBAus27b-MRE-ap	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	1
GBAus27b-MRE-ap	GO:0006629	lipid metabolic process	1
GBAus27b-MRE-ap	GO:0010333	terpene synthase activity	1
GBAus27b-MRE-ap	GO:0016829	lyase activity	1
GBAus27b-MRE-ap	GO:0006415	translational termination	1
GBAus27b-MRE-ap	GO:0004813	alanine-tRNA ligase activity	1
GBAus27b-MRE-ap	GO:0006419	alanyl-tRNA aminoacylation	1
GvMRE_prot	GO:0003700	DNA-binding transcription factor activity	3
GvMRE_prot	GO:0006355	regulation of transcription DNA-templated	12
GvMRE_prot	GO:0006525	arginine metabolic process	1
GvMRE_prot	GO:0004222	metalloendopeptidase activity	8
GvMRE_prot	GO:0006508	proteolysis	29
GvMRE_prot	GO:0003924	GTPase activity	14
GvMRE_prot	GO:0005525	GTP binding	35
GvMRE_prot	GO:0008168	methyltransferase activity	6
GvMRE_prot	GO:0003824	catalytic activity	6
GvMRE_prot	GO:0006281	DNA repair	7
GvMRE_prot	GO:0003677	DNA binding	149
GvMRE_prot	GO:0045454	cell redox homeostasis	2
GvMRE_prot	GO:0005524	ATP binding	154
GvMRE_prot	GO:0008134	transcription factor binding	1
GvMRE_prot	GO:0042803	protein homodimerization activity	4
GvMRE_prot	GO:0070840	dynein complex binding	4
GvMRE_prot	GO:0008170	N-methyltransferase activity	20
GvMRE_prot	GO:0006306	DNA methylation	20
GvMRE_prot	GO:0005506	iron ion binding	5
GvMRE_prot	GO:0000049	tRNA binding	6
GvMRE_prot	GO:0004526	ribonuclease P activity	3
GvMRE_prot	GO:0008033	tRNA processing	3
GvMRE_prot	GO:0019843	rRNA binding	9
GvMRE_prot	GO:0003735	structural constituent of ribosome	113
GvMRE_prot	GO:0006412	translation	110
GvMRE_prot	GO:0005840	ribosome	108
GvMRE_prot	GO:0005911	cell-cell junction	2
GvMRE_prot	GO:0006310	DNA recombination	33
GvMRE_prot	GO:0015074	DNA integration	33
GvMRE_prot	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	8
GvMRE_prot	GO:0006351	transcription DNA-templated	8
GvMRE_prot	GO:0003905	alkylbase DNA N-glycosylase activity	4
GvMRE_prot	GO:0006284	base-excision repair	6
GvMRE_prot	GO:0009058	biosynthetic process	1
GvMRE_prot	GO:0006304	DNA modification	9
GvMRE_prot	GO:0000166	nucleotide binding	48
GvMRE_prot	GO:0004812	aminoacyl-tRNA ligase activity	45
GvMRE_prot	GO:0006418	tRNA aminoacylation for protein translation	39
GvMRE_prot	GO:0016887	ATPase activity	24
GvMRE_prot	GO:0016787	hydrolase activity	13
GvMRE_prot	GO:0043093	FtsZ-dependent cytokinesis	1
GvMRE_prot	GO:0090529	cell septum assembly	1
GvMRE_prot	GO:0005737	cytoplasm	6
GvMRE_prot	GO:0006415	translational termination	3
GvMRE_prot	GO:0004176	ATP-dependent peptidase activity	10
GvMRE_prot	GO:0004252	serine-type endopeptidase activity	11
GvMRE_prot	GO:0003723	RNA binding	31
GvMRE_prot	GO:0009982	pseudouridine synthase activity	7
GvMRE_prot	GO:0001522	pseudouridine synthesis	7
GvMRE_prot	GO:0009451	RNA modification	7
GvMRE_prot	GO:0004197	cysteine-type endopeptidase activity	6
GvMRE_prot	GO:0071586	CAAX-box protein processing	6
GvMRE_prot	GO:0016020	membrane	20
GvMRE_prot	GO:0016884	carbon-nitrogen ligase activity with glutamine as amido-N-donor	3
GvMRE_prot	GO:0004672	protein kinase activity	10
GvMRE_prot	GO:0006468	protein phosphorylation	12
GvMRE_prot	GO:0003676	nucleic acid binding	6
GvMRE_prot	GO:0008408	3'-5' exonuclease activity	6
GvMRE_prot	GO:0006260	DNA replication	9
GvMRE_prot	GO:0015031	protein transport	3
GvMRE_prot	GO:0048870	cell motility	2
GvMRE_prot	GO:0031514	motile cilium	2
GvMRE_prot	GO:0019867	outer membrane	5
GvMRE_prot	GO:0007094	mitotic spindle assembly checkpoint	1
GvMRE_prot	GO:0043039	tRNA aminoacylation	6
GvMRE_prot	GO:0006396	RNA processing	8
GvMRE_prot	GO:0016491	oxidoreductase activity	4
GvMRE_prot	GO:0055114	oxidation-reduction process	12
GvMRE_prot	GO:0016021	integral component of membrane	12
GvMRE_prot	GO:0003712	transcription coregulator activity	1
GvMRE_prot	GO:0006357	regulation of transcription by RNA polymerase II	1
GvMRE_prot	GO:0016592	mediator complex	1
GvMRE_prot	GO:0004813	alanine-tRNA ligase activity	7
GvMRE_prot	GO:0006419	alanyl-tRNA aminoacylation	7
GvMRE_prot	GO:0004674	protein serine/threonine kinase activity	2
GvMRE_prot	GO:0019001	guanyl nucleotide binding	1
GvMRE_prot	GO:0031683	G-protein beta/gamma-subunit complex binding	1
GvMRE_prot	GO:0007186	G protein-coupled receptor signaling pathway	1
GvMRE_prot	GO:0016151	nickel cation binding	1
GvMRE_prot	GO:0051604	protein maturation	1
GvMRE_prot	GO:0005887	integral component of plasma membrane	8
GvMRE_prot	GO:0004814	arginine-tRNA ligase activity	3
GvMRE_prot	GO:0006420	arginyl-tRNA aminoacylation	3
GvMRE_prot	GO:0004797	thymidine kinase activity	3
GvMRE_prot	GO:0046872	metal ion binding	6
GvMRE_prot	GO:0007030	Golgi organization	3
GvMRE_prot	GO:0008270	zinc ion binding	6
GvMRE_prot	GO:0005634	nucleus	3
GvMRE_prot	GO:0004045	aminoacyl-tRNA hydrolase activity	3
GvMRE_prot	GO:0000774	adenyl-nucleotide exchange factor activity	3
GvMRE_prot	GO:0051087	chaperone binding	3
GvMRE_prot	GO:0006457	protein folding	3
GvMRE_prot	GO:0017038	protein import	3
GvMRE_prot	GO:0032784	regulation of DNA-templated transcription elongation	3
GvMRE_prot	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	4
GvMRE_prot	GO:0006265	DNA topological change	7
GvMRE_prot	GO:0004826	phenylalanine-tRNA ligase activity	2
GvMRE_prot	GO:0015078	proton transmembrane transporter activity	3
GvMRE_prot	GO:1902600	proton transmembrane transport	3
GvMRE_prot	GO:0033179	proton-transporting V-type ATPase V0 domain	3
GvMRE_prot	GO:0008173	RNA methyltransferase activity	3
GvMRE_prot	GO:0003911	DNA ligase (NAD+) activity	3
GvMRE_prot	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	2
GvMRE_prot	GO:0008455	alpha-16-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	1
GvMRE_prot	GO:0009312	oligosaccharide biosynthetic process	1
GvMRE_prot	GO:0005795	Golgi stack	1
GvMRE_prot	GO:0004127	cytidylate kinase activity	2
GvMRE_prot	GO:0006139	nucleobase-containing compound metabolic process	2
GvMRE_prot	GO:0003743	translation initiation factor activity	6
GvMRE_prot	GO:0006413	translational initiation	6
GvMRE_prot	GO:0003916	DNA topoisomerase activity	3
GvMRE_prot	GO:0051287	NAD binding	2
GvMRE_prot	GO:0004525	ribonuclease III activity	3
GvMRE_prot	GO:0004146	dihydrofolate reductase activity	2
GvMRE_prot	GO:0046654	tetrahydrofolate biosynthetic process	2
GvMRE_prot	GO:0003746	translation elongation factor activity	2
GvMRE_prot	GO:0006414	translational elongation	2
GvMRE_prot	GO:0002949	tRNA threonylcarbamoyladenosine modification	3
GvMRE_prot	GO:0003725	double-stranded RNA binding	2
GvMRE_prot	GO:0008817	cob(I)yrinic acid ac-diamide adenosyltransferase activity	3
GvMRE_prot	GO:0009236	cobalamin biosynthetic process	3
GvMRE_prot	GO:0016874	ligase activity	3
GvMRE_prot	GO:0006364	rRNA processing	3
GvMRE_prot	GO:0003697	single-stranded DNA binding	4
GvMRE_prot	GO:0008047	enzyme activator activity	1
GvMRE_prot	GO:0007586	digestion	1
GvMRE_prot	GO:0016042	lipid catabolic process	1
GvMRE_prot	GO:0005576	extracellular region	4
GvMRE_prot	GO:0016973	poly(A)+ mRNA export from nucleus	1
GvMRE_prot	GO:0005643	nuclear pore	2
GvMRE_prot	GO:0015934	large ribosomal subunit	2
GvMRE_prot	GO:0008234	cysteine-type peptidase activity	8
GvMRE_prot	GO:0004784	superoxide dismutase activity	3
GvMRE_prot	GO:0006801	superoxide metabolic process	3
GvMRE_prot	GO:0000287	magnesium ion binding	3
GvMRE_prot	GO:0004427	inorganic diphosphatase activity	3
GvMRE_prot	GO:0006796	phosphate-containing compound metabolic process	3
GvMRE_prot	GO:0042254	ribosome biogenesis	3
GvMRE_prot	GO:0051536	iron-sulfur cluster binding	3
GvMRE_prot	GO:0016226	iron-sulfur cluster assembly	3
GvMRE_prot	GO:0003684	damaged DNA binding	3
GvMRE_prot	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	3
GvMRE_prot	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	3
GvMRE_prot	GO:0006904	vesicle docking involved in exocytosis	1
GvMRE_prot	GO:0016192	vesicle-mediated transport	1
GvMRE_prot	GO:0016788	hydrolase activity acting on ester bonds	4
GvMRE_prot	GO:0042407	cristae formation	1
GvMRE_prot	GO:0061617	MICOS complex	1
GvMRE_prot	GO:0071973	bacterial-type flagellum-dependent cell motility	1
GvMRE_prot	GO:0009288	bacterial-type flagellum	1
GvMRE_prot	GO:0080009	mRNA methylation	1
GvMRE_prot	GO:0009372	quorum sensing	1
GvMRE_prot	GO:0017148	negative regulation of translation	1
GvMRE_prot	GO:0044010	single-species biofilm formation	1
GvMRE_prot	GO:0009289	pilus	1
GvMRE_prot	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	2
GvMRE_prot	GO:0032775	DNA methylation on adenine	2
GvMRE_prot	GO:0004832	valine-tRNA ligase activity	2
GvMRE_prot	GO:0006438	valyl-tRNA aminoacylation	2
GvMRE_prot	GO:0006334	nucleosome assembly	1
GvMRE_prot	GO:0004177	aminopeptidase activity	3
GvMRE_prot	GO:0035556	intracellular signal transduction	1
GvMRE_prot	GO:0006811	ion transport	1
GvMRE_prot	GO:0047429	nucleoside-triphosphate diphosphatase activity	1
GvMRE_prot	GO:0009143	nucleoside triphosphate catabolic process	1
GvMRE_prot	GO:0009966	regulation of signal transduction	1
GvMRE_prot	GO:0051225	spindle assembly	1
GvMRE_prot	GO:0070652	HAUS complex	1
GvMRE_prot	GO:0016888	endodeoxyribonuclease activity producing 5'-phosphomonoesters	1
GvMRE_prot	GO:0006269	DNA replication synthesis of RNA primer	1
GvMRE_prot	GO:0003713	transcription coactivator activity	1
GvMRE_prot	GO:0006406	mRNA export from nucleus	1
GvMRE_prot	GO:0045893	positive regulation of transcription DNA-templated	1
GvMRE_prot	GO:0000124	SAGA complex	1
GvMRE_prot	GO:0055085	transmembrane transport	2
GvMRE_prot	GO:0005515	protein binding	2
GvMRE_prot	GO:0004540	ribonuclease activity	1
GvMRE_prot	GO:0006397	mRNA processing	2
GvMRE_prot	GO:0008093	cytoskeletal adaptor activity	3
GvMRE_prot	GO:0000445	THO complex part of transcription export complex	1
GvMRE_prot	GO:0008289	lipid binding	3
GvMRE_prot	GO:0006869	lipid transport	3
GvMRE_prot	GO:0042157	lipoprotein metabolic process	3
GvMRE_prot	GO:0009061	anaerobic respiration	1
GvMRE_prot	GO:0005261	cation channel activity	1
GvMRE_prot	GO:0019076	viral release from host cell	1
GvMRE_prot	GO:0032801	receptor catabolic process	1
GvMRE_prot	GO:0033644	host cell membrane	1
GvMRE_prot	GO:0003678	DNA helicase activity	1
GvMRE_prot	GO:0000723	telomere maintenance	1
GvMRE_prot	GO:0006352	DNA-templated transcription initiation	1
GvMRE_prot	GO:0006289	nucleotide-excision repair	1
GvMRE_prot	GO:0006886	intracellular protein transport	1
GvMRE_prot	GO:0009403	toxin biosynthetic process	1
GvMRE_prot	GO:0009055	electron transfer activity	1
GvMRE_prot	GO:0020037	heme binding	1
GvMRE_prot	GO:0022900	electron transport chain	1
GvMRE_prot	GO:0042597	periplasmic space	1
GvMRE_prot	GO:0019905	syntaxin binding	1
GvMRE_prot	GO:0042802	identical protein binding	1
GvMRE_prot	GO:0043015	gamma-tubulin binding	1
GvMRE_prot	GO:0043022	ribosome binding	1
GvMRE_prot	GO:0009405	pathogenesis	1
GvMRE_prot	GO:0005886	plasma membrane	2
GvMRE_prot	GO:0004810	tRNA adenylyltransferase activity	1
GvMRE_prot	GO:0004100	chitin synthase activity	1
GvMRE_prot	GO:0006031	chitin biosynthetic process	1
GvMRE_prot	GO:0008519	ammonium transmembrane transporter activity	2
GvMRE_prot	GO:0015696	ammonium transport	2
GvMRE_prot	GO:0006914	autophagy	1
GvMRE_prot	GO:0042626	ATPase-coupled transmembrane transporter activity	1
GvMRE_prot	GO:0043190	ATP-binding cassette (ABC) transporter complex	1
GvMRE_prot	GO:0051033	RNA transmembrane transporter activity	1
GvMRE_prot	GO:0033227	dsRNA transport	1
GvMRE_prot	GO:0005337	nucleoside transmembrane transporter activity	1
GvMRE_prot	GO:1901642	nucleoside transmembrane transport	1
Jflam_AD002	GO:0003677	DNA binding	80
Jflam_AD002	GO:0006310	DNA recombination	15
Jflam_AD002	GO:0015074	DNA integration	15
Jflam_AD002	GO:0005198	structural molecule activity	2
Jflam_AD002	GO:0019028	viral capsid	3
Jflam_AD002	GO:0019031	viral envelope	1
Jflam_AD002	GO:0043093	FtsZ-dependent cytokinesis	1
Jflam_AD002	GO:0090529	cell septum assembly	1
Jflam_AD002	GO:0005737	cytoplasm	3
Jflam_AD002	GO:0004672	protein kinase activity	4
Jflam_AD002	GO:0006468	protein phosphorylation	4
Jflam_AD002	GO:0003713	transcription coactivator activity	1
Jflam_AD002	GO:0035257	nuclear hormone receptor binding	1
Jflam_AD002	GO:0006355	regulation of transcription DNA-templated	4
Jflam_AD002	GO:0005634	nucleus	1
Jflam_AD002	GO:0003725	double-stranded RNA binding	2
Jflam_AD002	GO:0003678	DNA helicase activity	2
Jflam_AD002	GO:0000723	telomere maintenance	2
Jflam_AD002	GO:0006281	DNA repair	4
Jflam_AD002	GO:0008168	methyltransferase activity	4
Jflam_AD002	GO:0008170	N-methyltransferase activity	11
Jflam_AD002	GO:0006306	DNA methylation	11
Jflam_AD002	GO:0048870	cell motility	1
Jflam_AD002	GO:0031514	motile cilium	1
Jflam_AD002	GO:0015078	proton transmembrane transporter activity	1
Jflam_AD002	GO:0015986	ATP synthesis coupled proton transport	1
Jflam_AD002	GO:0000276	mitochondrial proton-transporting ATP synthase complex coupling factor F(o)	1
Jflam_AD002	GO:0016888	endodeoxyribonuclease activity producing 5'-phosphomonoesters	1
Jflam_AD002	GO:0016020	membrane	7
Jflam_AD002	GO:0016021	integral component of membrane	7
Jflam_AD002	GO:0016192	vesicle-mediated transport	1
Jflam_AD002	GO:0008408	3'-5' exonuclease activity	2
Jflam_AD002	GO:0006260	DNA replication	4
Jflam_AD002	GO:0008270	zinc ion binding	6
Jflam_AD002	GO:0019867	outer membrane	2
Jflam_AD002	GO:0003916	DNA topoisomerase activity	1
Jflam_AD002	GO:0006265	DNA topological change	3
Jflam_AD002	GO:0005840	ribosome	36
Jflam_AD002	GO:0003779	actin binding	1
Jflam_AD002	GO:0017048	Rho GTPase binding	1
Jflam_AD002	GO:0030036	actin cytoskeleton organization	1
Jflam_AD002	GO:0008234	cysteine-type peptidase activity	1
Jflam_AD002	GO:0006508	proteolysis	8
Jflam_AD002	GO:0003924	GTPase activity	4
Jflam_AD002	GO:0005525	GTP binding	18
Jflam_AD002	GO:0003735	structural constituent of ribosome	39
Jflam_AD002	GO:0006412	translation	38
Jflam_AD002	GO:0003684	damaged DNA binding	1
Jflam_AD002	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1
Jflam_AD002	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	1
Jflam_AD002	GO:0006284	base-excision repair	2
Jflam_AD002	GO:0004197	cysteine-type endopeptidase activity	2
Jflam_AD002	GO:0071586	CAAX-box protein processing	2
Jflam_AD002	GO:0009036	type II site-specific deoxyribonuclease activity	2
Jflam_AD002	GO:0009307	DNA restriction-modification system	2
Jflam_AD002	GO:0005524	ATP binding	49
Jflam_AD002	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	2
Jflam_AD002	GO:0003723	RNA binding	11
Jflam_AD002	GO:0004826	phenylalanine-tRNA ligase activity	1
Jflam_AD002	GO:0000166	nucleotide binding	15
Jflam_AD002	GO:0004812	aminoacyl-tRNA ligase activity	15
Jflam_AD002	GO:0006418	tRNA aminoacylation for protein translation	13
Jflam_AD002	GO:0000774	adenyl-nucleotide exchange factor activity	1
Jflam_AD002	GO:0042803	protein homodimerization activity	2
Jflam_AD002	GO:0051087	chaperone binding	1
Jflam_AD002	GO:0006457	protein folding	1
Jflam_AD002	GO:0006304	DNA modification	2
Jflam_AD002	GO:0000049	tRNA binding	3
Jflam_AD002	GO:0004526	ribonuclease P activity	1
Jflam_AD002	GO:0008033	tRNA processing	1
Jflam_AD002	GO:0016788	hydrolase activity acting on ester bonds	2
Jflam_AD002	GO:0048193	Golgi vesicle transport	1
Jflam_AD002	GO:0032007	negative regulation of TOR signaling	1
Jflam_AD002	GO:0034198	cellular response to amino acid starvation	1
Jflam_AD002	GO:0016787	hydrolase activity	4
Jflam_AD002	GO:0008134	transcription factor binding	1
Jflam_AD002	GO:0070840	dynein complex binding	1
Jflam_AD002	GO:0003824	catalytic activity	1
Jflam_AD002	GO:0046872	metal ion binding	2
Jflam_AD002	GO:0004177	aminopeptidase activity	1
Jflam_AD002	GO:0003676	nucleic acid binding	1
Jflam_AD002	GO:0019843	rRNA binding	4
Jflam_AD002	GO:0003743	translation initiation factor activity	2
Jflam_AD002	GO:0006413	translational initiation	3
Jflam_AD002	GO:0003729	mRNA binding	1
Jflam_AD002	GO:0006376	mRNA splice site selection	1
Jflam_AD002	GO:0005685	U1 snRNP	1
Jflam_AD002	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	3
Jflam_AD002	GO:0006351	transcription DNA-templated	3
Jflam_AD002	GO:0000287	magnesium ion binding	1
Jflam_AD002	GO:0004427	inorganic diphosphatase activity	1
Jflam_AD002	GO:0006796	phosphate-containing compound metabolic process	1
Jflam_AD002	GO:0009982	pseudouridine synthase activity	3
Jflam_AD002	GO:0001522	pseudouridine synthesis	3
Jflam_AD002	GO:0009451	RNA modification	3
Jflam_AD002	GO:0004045	aminoacyl-tRNA hydrolase activity	1
Jflam_AD002	GO:0055085	transmembrane transport	3
Jflam_AD002	GO:0016887	ATPase activity	9
Jflam_AD002	GO:0004832	valine-tRNA ligase activity	1
Jflam_AD002	GO:0006438	valyl-tRNA aminoacylation	1
Jflam_AD002	GO:0042254	ribosome biogenesis	1
Jflam_AD002	GO:0004813	alanine-tRNA ligase activity	1
Jflam_AD002	GO:0006419	alanyl-tRNA aminoacylation	1
Jflam_AD002	GO:0016973	poly(A)+ mRNA export from nucleus	1
Jflam_AD002	GO:0005643	nuclear pore	1
Jflam_AD002	GO:0003746	translation elongation factor activity	1
Jflam_AD002	GO:0006414	translational elongation	1
Jflam_AD002	GO:0004674	protein serine/threonine kinase activity	1
Jflam_AD002	GO:0005815	microtubule organizing center	1
Jflam_AD002	GO:0003700	DNA-binding transcription factor activity	1
Jflam_AD002	GO:0006352	DNA-templated transcription initiation	1
Jflam_AD002	GO:0003905	alkylbase DNA N-glycosylase activity	1
Jflam_AD002	GO:0003911	DNA ligase (NAD+) activity	1
Jflam_AD002	GO:0043039	tRNA aminoacylation	2
Jflam_AD002	GO:0006935	chemotaxis	1
Jflam_AD002	GO:0007165	signal transduction	1
Jflam_AD002	GO:0045454	cell redox homeostasis	1
Jflam_AD002	GO:0004176	ATP-dependent peptidase activity	4
Jflam_AD002	GO:0004252	serine-type endopeptidase activity	4
Jflam_AD002	GO:0015031	protein transport	1
Jflam_AD002	GO:0006396	RNA processing	3
Jflam_AD002	GO:0008324	cation transmembrane transporter activity	1
Jflam_AD002	GO:0006812	cation transport	1
Jflam_AD002	GO:0003896	DNA primase activity	1
Jflam_AD002	GO:0003697	single-stranded DNA binding	1
Jflam_AD002	GO:0055114	oxidation-reduction process	3
Jflam_AD002	GO:0032784	regulation of DNA-templated transcription elongation	1
Jflam_AD002	GO:0015934	large ribosomal subunit	1
Jflam_AD002	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
Jflam_AD002	GO:0005506	iron ion binding	1
Jflam_AD002	GO:0051536	iron-sulfur cluster binding	1
Jflam_AD002	GO:0016226	iron-sulfur cluster assembly	1
Jflam_AD002	GO:0016491	oxidoreductase activity	1
Jflam_AD002	GO:0016874	ligase activity	1
Jflam_AD002	GO:0005887	integral component of plasma membrane	1
Jflam_AD002	GO:0006486	protein glycosylation	1
Jflam_AD002	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	1
Jflam_AD002	GO:0000413	protein peptidyl-prolyl isomerization	1
Jflam_AD002	GO:0004784	superoxide dismutase activity	1
Jflam_AD002	GO:0006801	superoxide metabolic process	1
Jflam_AD002	GO:0042626	ATPase-coupled transmembrane transporter activity	1
Jflam_AD002	GO:0004127	cytidylate kinase activity	1
Jflam_AD002	GO:0006139	nucleobase-containing compound metabolic process	1
Jflam_AD002	GO:0008173	RNA methyltransferase activity	1
Jflam_AD002	GO:0017038	protein import	1
Jflam_AD002	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	1
Jflam_AD002	GO:0006415	translational termination	1
Jflam_AD002	GO:0004525	ribonuclease III activity	1
Jflam_AD002	GO:0004222	metalloendopeptidase activity	2
Jflam_AD002	GO:0006364	rRNA processing	1
Jflam_AD002	GO:0005515	protein binding	1
Jlac_OSC162217	GO:0003735	structural constituent of ribosome	72
Jlac_OSC162217	GO:0006412	translation	71
Jlac_OSC162217	GO:0005840	ribosome	67
Jlac_OSC162217	GO:0000166	nucleotide binding	31
Jlac_OSC162217	GO:0004812	aminoacyl-tRNA ligase activity	31
Jlac_OSC162217	GO:0005524	ATP binding	100
Jlac_OSC162217	GO:0006418	tRNA aminoacylation for protein translation	27
Jlac_OSC162217	GO:0003677	DNA binding	124
Jlac_OSC162217	GO:0015979	photosynthesis	1
Jlac_OSC162217	GO:0009523	photosystem II	1
Jlac_OSC162217	GO:0016021	integral component of membrane	9
Jlac_OSC162217	GO:0004222	metalloendopeptidase activity	7
Jlac_OSC162217	GO:0006364	rRNA processing	3
Jlac_OSC162217	GO:0003684	damaged DNA binding	2
Jlac_OSC162217	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	2
Jlac_OSC162217	GO:0008270	zinc ion binding	5
Jlac_OSC162217	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	2
Jlac_OSC162217	GO:0006289	nucleotide-excision repair	1
Jlac_OSC162217	GO:0004525	ribonuclease III activity	2
Jlac_OSC162217	GO:0006396	RNA processing	6
Jlac_OSC162217	GO:0008234	cysteine-type peptidase activity	7
Jlac_OSC162217	GO:0006508	proteolysis	23
Jlac_OSC162217	GO:0004672	protein kinase activity	7
Jlac_OSC162217	GO:0006468	protein phosphorylation	7
Jlac_OSC162217	GO:0005525	GTP binding	28
Jlac_OSC162217	GO:0003953	NAD+ nucleosidase activity	1
Jlac_OSC162217	GO:0006352	DNA-templated transcription initiation	2
Jlac_OSC162217	GO:0004784	superoxide dismutase activity	2
Jlac_OSC162217	GO:0046872	metal ion binding	3
Jlac_OSC162217	GO:0006801	superoxide metabolic process	2
Jlac_OSC162217	GO:0055114	oxidation-reduction process	10
Jlac_OSC162217	GO:0016787	hydrolase activity	9
Jlac_OSC162217	GO:0004803	transposase activity	3
Jlac_OSC162217	GO:0006313	transposition DNA-mediated	3
Jlac_OSC162217	GO:0004045	aminoacyl-tRNA hydrolase activity	3
Jlac_OSC162217	GO:0003924	GTPase activity	8
Jlac_OSC162217	GO:0032784	regulation of DNA-templated transcription elongation	2
Jlac_OSC162217	GO:0019867	outer membrane	3
Jlac_OSC162217	GO:0006413	translational initiation	4
Jlac_OSC162217	GO:0006355	regulation of transcription DNA-templated	8
Jlac_OSC162217	GO:0008170	N-methyltransferase activity	21
Jlac_OSC162217	GO:0006306	DNA methylation	21
Jlac_OSC162217	GO:0003723	RNA binding	20
Jlac_OSC162217	GO:0000049	tRNA binding	4
Jlac_OSC162217	GO:0043039	tRNA aminoacylation	4
Jlac_OSC162217	GO:0019843	rRNA binding	7
Jlac_OSC162217	GO:0003824	catalytic activity	4
Jlac_OSC162217	GO:0009058	biosynthetic process	1
Jlac_OSC162217	GO:0003905	alkylbase DNA N-glycosylase activity	2
Jlac_OSC162217	GO:0006284	base-excision repair	3
Jlac_OSC162217	GO:0003887	DNA-directed DNA polymerase activity	1
Jlac_OSC162217	GO:0006260	DNA replication	8
Jlac_OSC162217	GO:0016020	membrane	9
Jlac_OSC162217	GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	1
Jlac_OSC162217	GO:0016887	ATPase activity	21
Jlac_OSC162217	GO:0019031	viral envelope	2
